sub,run,movie_number,onset_sec,rating
20,2,8,43.03,5
20,2,9,348.92,5
20,2,10,288.39,3
20,2,11,472.7,3
20,2,12,107.75,3
20,2,13,367.97,5
20,2,14,34.5,4
20,2,15,161.95,7
20,2,16,202.98,7
20,2,17,66.6,4
20,2,18,187.76,3
20,2,19,334.94,3
20,2,20,404.69,4
20,2,21,132.31,8
20,2,22,247.96,8
20,2,23,235.94,9
20,2,24,430.74,6
20,2,25,59.84,3
20,2,26,96.55,3
20,2,27,230.85,4
20,2,28,324.48,3
20,2,29,182.23,5
20,2,30,378.21,4
20,2,31,269.56,6
20,2,32,479.09,4
20,2,33,152.33,2
20,2,34,299.78,5
20,2,35,419.39,3
20,2,36,53.42,3
20,2,37,123.6,7
20,2,38,445.75,8
20,2,39,194.58,4
20,2,40,344.11,8
20,2,41,329.62,2
20,2,42,85.43,3
20,2,43,76.55,4
20,2,44,387.74,5
20,2,45,259.25,5
20,2,46,453.99,7
20,2,47,221.59,9
20,2,48,146.8,8
20,2,49,23.63,1
20,2,50,357.65,1
20,2,51,137.99,1
20,2,52,439.62,1
20,2,53,410.36,1
20,2,54,116.5,1
20,2,55,306.36,1
20,2,56,240.74,1
20,3,1,434.58,3
20,3,2,55.35,2
20,3,3,105.84,4
20,3,4,398.55,4
20,3,5,145.32,7
20,3,6,233.53,6
20,3,7,182.79,6
20,3,8,334.86,5
20,3,9,324.1,5
20,3,10,172.6,3
20,3,11,279.68,3
20,3,12,72.96,3
20,3,13,188.03,5
20,3,14,34.95,4
20,3,15,372.83,7
20,3,16,457.48,7
20,3,17,50.08,4
20,3,18,193.17,3
20,3,19,261.03,3
20,3,20,164.17,4
20,3,21,366.77,8
20,3,22,416.36,8
20,3,23,303.12,9
20,3,24,98.33,6
20,3,25,93.21,3
20,3,26,25.27,3
20,3,27,199.97,4
20,3,28,439.92,3
20,3,29,271.05,5
20,3,30,313.39,4
20,3,31,117.04,6
20,3,32,387.09,4
20,3,33,62.25,2
20,3,34,465.1,5
20,3,35,128.49,3
20,3,36,242.73,3
20,3,37,67.12,7
20,3,38,226.57,8
20,3,39,351.9,4
20,3,40,408.49,8
20,3,41,343.71,2
20,3,42,137.56,3
20,3,43,446.27,4
20,3,44,253.14,5
20,3,45,86.63,5
20,3,46,19.61,7
20,3,47,206.99,9
20,3,48,357.07,8
20,3,49,286.83,1
20,3,50,153.64,1
20,3,51,80.98,1
20,3,52,424.21,1
20,3,53,379.76,1
20,3,54,218.11,1
20,3,55,41.99,1
20,3,56,292.25,1
20,4,1,472.97,3
20,4,2,143.91,2
20,4,3,64.88,4
20,4,4,366.89,4
20,4,5,268.78,7
20,4,6,421.21,6
20,4,7,102.77,6
20,4,8,212.87,5
20,4,9,107.87,5
20,4,10,346.42,3
20,4,11,55.06,3
20,4,12,461.55,3
20,4,13,150.79,5
20,4,14,206.53,4
20,4,15,303.35,7
20,4,16,388.62,7
20,4,17,292.19,4
20,4,18,244.57,3
20,4,19,94.56,3
20,4,20,410.02,4
20,4,21,161.08,8
20,4,22,47.28,8
20,4,23,308.63,9
20,4,24,477.76,6
20,4,25,88.79,3
20,4,26,327.07,3
20,4,27,453.35,4
20,4,28,249.78,3
20,4,29,172.58,5
20,4,30,394.14,4
20,4,31,74.9,6
20,4,32,285.08,4
20,4,33,258.19,2
20,4,34,439.64,5
20,4,35,116.59,3
20,4,36,220.97,3
20,4,37,373.71,7
20,4,38,26.38,8
20,4,39,355.77,4
20,4,40,201.22,8
20,4,41,36.64,2
20,4,42,234.22,3
20,4,43,448.18,4
20,4,44,383.18,5
20,4,45,316.05,5
20,4,46,263.05,7
20,4,47,178.68,9
20,4,48,127.28,8
20,4,49,336.43,1
20,4,50,80.26,1
20,4,51,228.29,1
20,4,52,135.06,1
20,4,53,274.44,1
20,4,54,189.91,1
20,4,55,402.02,1
20,4,56,428.89,1
20,5,1,413.57,3
20,5,2,77.49,2
20,5,3,356.58,4
20,5,4,186.98,4
20,5,5,157.04,7
20,5,6,294.53,6
20,5,7,56.1,6
20,5,8,339.31,5
20,5,9,66.4,5
20,5,10,277.67,3
20,5,11,228.5,3
20,5,12,447.93,3
20,5,13,306.02,5
20,5,14,375.99,4
20,5,15,179.4,7
20,5,16,71.47,7
20,5,17,86.72,4
20,5,18,32.36,3
20,5,19,271.28,3
20,5,20,363.76,4
20,5,21,147.3,8
20,5,22,431.51,8
20,5,23,222.72,9
20,5,24,321.51,6
20,5,25,139.34,3
20,5,26,391.76,3
20,5,27,26.22,4
20,5,28,98.18,3
20,5,29,239.58,5
20,5,30,426.37,4
20,5,31,285.42,6
20,5,32,300.61,4
20,5,33,382.01,2
20,5,34,329.73,5
20,5,35,91.42,3
20,5,36,207.6,3
20,5,37,48.72,7
20,5,38,168.2,8
20,5,39,245.22,4
20,5,40,404.23,8
20,5,41,438.61,2
20,5,42,349.81,3
20,5,43,132.51,4
20,5,44,215.47,5
20,5,45,266.07,5
20,5,46,113.38,7
20,5,47,61.03,9
20,5,48,396.48,8
20,5,49,103.51,1
20,5,50,43.21,1
20,5,51,315.16,1
20,5,52,255.76,1
20,5,53,369.1,1
20,5,54,124.22,1
20,5,55,198,1
20,5,56,420.24,1
20,6,1,438.33,3
20,6,2,122.51,2
20,6,3,329.17,4
20,6,4,275.57,4
20,6,5,43.76,7
20,6,6,382.98,6
20,6,7,133.96,6
20,6,8,225.51,5
20,6,9,366.64,5
20,6,10,195.39,3
20,6,11,293.64,3
20,6,12,159.12,3
20,6,13,51.32,5
20,6,14,463.13,4
20,6,15,94.68,7
20,6,16,318.68,7
20,6,17,392.42,4
20,6,18,347.61,3
20,6,19,208.38,3
20,6,20,141.4,4
20,6,21,270.06,8
20,6,22,469.34,8
20,6,23,19.92,9
20,6,24,116.74,6
20,6,25,174.21,3
20,6,26,428.18,3
20,6,27,310.76,4
20,6,28,215.21,3
20,6,29,58.66,5
20,6,30,248.1,4
20,6,31,359.04,6
20,6,32,109.41,4
20,6,33,29.57,2
20,6,34,104.33,5
20,6,35,241.96,3
20,6,36,455.67,3
20,6,37,401.69,7
20,6,38,232.72,8
20,6,39,166.08,4
20,6,40,304.82,8
20,6,41,377.46,2
20,6,42,38.63,3
20,6,43,284.03,4
20,6,44,336.94,5
20,6,45,77.01,5
20,6,46,147.77,7
20,6,47,417.04,9
20,6,48,184.86,8
20,6,49,444.36,1
20,6,50,258.86,1
20,6,51,84.2,1
20,6,52,411.23,1
20,6,53,202.85,1
20,6,54,70.07,1
20,6,55,299.57,1
20,6,56,153.46,1
20,7,1,186.9,3
20,7,2,398.55,2
20,7,3,19.92,4
20,7,4,295.13,4
20,7,5,95.16,7
20,7,6,149,6
20,7,7,428.19,6
20,7,8,352.74,5
20,7,9,368.45,5
20,7,10,357.54,3
20,7,11,417.64,3
20,7,12,267.05,3
20,7,13,103.09,5
20,7,14,176.11,4
20,7,15,202.91,7
20,7,16,74.42,7
20,7,17,165.98,4
20,7,18,54.34,3
20,7,19,193.96,3
20,7,20,83.24,4
20,7,21,436.9,8
20,7,22,275.79,8
20,7,23,327.74,9
20,7,24,407.56,6
20,7,25,448.22,3
20,7,26,363.55,3
20,7,27,109.01,4
20,7,28,180.69,3
20,7,29,48.92,5
20,7,30,286.8,4
20,7,31,322.25,6
20,7,32,231.2,4
20,7,33,442.45,2
20,7,34,157.4,5
20,7,35,256.15,3
20,7,36,376.49,3
20,7,37,125.24,7
20,7,38,63.53,8
20,7,39,346.35,4
20,7,40,221.35,8
20,7,41,214.11,2
20,7,42,30.89,3
20,7,43,423.28,4
20,7,44,247.35,5
20,7,45,142.01,5
20,7,46,118.06,7
20,7,47,313.53,9
20,7,48,385.4,8
20,7,49,38.45,1
20,7,50,130.95,1
20,7,51,391.12,1
20,7,52,90,1
20,7,53,338.94,1
20,7,54,457.85,1
20,7,55,303.4,1
20,7,56,242.14,1
20,8,1,127.05,3
20,8,2,394.07,2
20,8,3,422.67,4
20,8,4,274.57,4
20,8,5,222.87,7
20,8,6,61.38,6
20,8,7,304.51,6
20,8,8,92.51,5
20,8,9,132.51,5
20,8,10,437.3,3
20,8,11,261.76,3
20,8,12,376.23,3
20,8,13,52.97,5
20,8,14,232.9,4
20,8,15,317.38,7
20,8,16,100.14,7
20,8,17,35.72,4
20,8,18,120.63,3
20,8,19,280.89,3
20,8,20,311.52,4
20,8,21,198.04,8
20,8,22,404.17,8
20,8,23,355.83,9
20,8,24,139.25,6
20,8,25,216.64,3
20,8,26,240.44,3
20,8,27,45.45,4
20,8,28,155.71,3
20,8,29,108.31,5
20,8,30,428.18,4
20,8,31,349.06,6
20,8,32,341.31,4
20,8,33,251.16,2
20,8,34,360.48,5
20,8,35,297.01,3
20,8,36,399.02,3
20,8,37,146.62,7
20,8,38,113.54,8
20,8,39,26.78,4
20,8,40,206.85,8
20,8,41,414.12,2
20,8,42,77.99,3
20,8,43,181.9,4
20,8,44,387.57,5
20,8,45,267.57,5
20,8,46,324.37,7
20,8,47,162.89,9
20,8,48,69.79,8
20,8,49,371.07,1
20,8,50,21.24,1
20,8,51,190.79,1
20,8,52,447.64,1
20,8,53,291.48,1
20,8,54,86.86,1
20,8,55,173.35,1
20,8,56,330.13,1
21,1,1,295.84,5
21,1,2,340.59,3
21,1,3,25.23,5
21,1,4,255.19,5
21,1,5,81.36,7
21,1,6,212.87,6
21,1,7,118.08,7
21,1,8,397.64,5
21,1,9,250.3,3
21,1,10,30.37,3
21,1,11,96.64,3
21,1,12,302.15,4
21,1,13,376.43,7
21,1,14,127.64,5
21,1,15,451.8,7
21,1,16,191.7,6
21,1,17,69.71,5
21,1,18,46.75,5
21,1,19,239.36,3
21,1,20,219.91,4
21,1,21,446.52,7
21,1,22,358.25,9
21,1,23,136.2,8
21,1,24,321.73,7
21,1,25,272.96,4
21,1,26,65.06,3
21,1,27,388.77,3
21,1,28,113.2,2
21,1,29,281.91,6
21,1,30,143.18,7
21,1,31,407.72,8
21,1,32,174.65,7
21,1,33,313.68,3
21,1,34,383.22,6
21,1,35,229.49,3
21,1,36,167.86,4
21,1,37,38.2,9
21,1,38,417.76,7
21,1,39,224.77,7
21,1,40,76.39,8
21,1,41,364.97,4
21,1,42,331.65,3
21,1,43,107.82,4
21,1,44,202.62,5
21,1,45,429.14,7
21,1,46,152.5,7
21,1,47,57.56,9
21,1,48,245.5,8
21,1,49,89.14,1
21,1,50,180.88,1
21,1,51,348.19,1
21,1,52,265.65,1
21,1,53,158.06,1
21,1,54,436.73,1
21,1,55,287.7,1
21,1,56,51.8,1
21,2,1,367,5
21,2,2,320.05,3
21,2,3,431.59,5
21,2,4,29.47,5
21,2,5,289.21,7
21,2,6,86.46,6
21,2,7,200.46,7
21,2,8,175.11,5
21,2,9,78.03,3
21,2,10,390.29,3
21,2,11,297.66,3
21,2,12,151.89,4
21,2,13,233.63,7
21,2,14,437.2,5
21,2,15,52.83,7
21,2,16,308.94,6
21,2,17,168.99,5
21,2,18,67.81,5
21,2,19,341.48,3
21,2,20,94.53,4
21,2,21,281.02,7
21,2,22,447.43,9
21,2,23,385.58,8
21,2,24,241.42,7
21,2,25,464.54,4
21,2,26,400.69,3
21,2,27,61.28,3
21,2,28,124.22,2
21,2,29,272.28,6
21,2,30,226.56,7
21,2,31,139.85,8
21,2,32,333.33,7
21,2,33,326.81,3
21,2,34,412.26,6
21,2,35,426.64,3
21,2,36,43.08,4
21,2,37,131.1,9
21,2,38,216.72,7
21,2,39,186.65,7
21,2,40,263.94,8
21,2,41,357.05,4
21,2,42,158.28,3
21,2,43,252.47,4
21,2,44,116.71,5
21,2,45,19.56,7
21,2,46,454.36,7
21,2,47,419.22,9
21,2,48,195.17,8
21,2,49,34.43,1
21,2,50,303.16,1
21,2,51,351.87,1
21,2,52,146.51,1
21,2,53,210.13,1
21,2,54,375.55,1
21,2,55,105.13,1
21,2,56,459.52,1
21,3,1,421.71,5
21,3,2,30.68,3
21,3,3,273.09,5
21,3,4,327.32,5
21,3,5,373.98,7
21,3,6,126.22,6
21,3,7,164.35,7
21,3,8,219.9,5
21,3,9,114.61,3
21,3,10,49.96,3
21,3,11,409.88,3
21,3,12,455.66,4
21,3,13,349.1,7
21,3,14,229.88,5
21,3,15,293.37,7
21,3,16,152.79,6
21,3,17,56.44,5
21,3,18,462.93,5
21,3,19,365.13,3
21,3,20,169.04,4
21,3,21,93.96,7
21,3,22,212.46,9
21,3,23,283.26,8
21,3,24,356.73,7
21,3,25,175.45,4
21,3,26,384.18,3
21,3,27,239.88,3
21,3,28,449.62,2
21,3,29,300.44,6
21,3,30,64.64,7
21,3,31,88.03,8
21,3,32,334.85,7
21,3,33,471.21,3
21,3,34,133.64,6
21,3,35,74.39,3
21,3,36,201.23,4
21,3,37,394.21,9
21,3,38,309.44,7
21,3,39,81.33,7
21,3,40,262.56,8
21,3,41,253.43,4
21,3,42,143.29,3
21,3,43,105.01,4
21,3,44,247.44,5
21,3,45,399.63,7
21,3,46,40.61,7
21,3,47,438.29,9
21,3,48,318.27,8
21,3,49,25.2,1
21,3,50,341.77,1
21,3,51,428.43,1
21,3,52,120.69,1
21,3,53,414.56,1
21,3,54,288.01,1
21,3,55,186.33,1
21,3,56,195.55,1
21,4,1,317.01,5
21,4,2,205.56,3
21,4,3,47.75,5
21,4,4,79.05,5
21,4,5,261.68,7
21,4,6,155.47,6
21,4,7,362.49,7
21,4,8,453.29,5
21,4,9,294.81,3
21,4,10,393.52,3
21,4,11,36.35,3
21,4,12,109.43,4
21,4,13,147.39,7
21,4,14,266.95,5
21,4,15,405.72,7
21,4,16,178.21,6
21,4,17,103.95,5
21,4,18,326.03,5
21,4,19,371.37,3
21,4,20,65.53,4
21,4,21,433.48,7
21,4,22,189.66,9
21,4,23,127.11,8
21,4,24,223.83,7
21,4,25,138.79,4
21,4,26,445.05,3
21,4,27,25.57,3
21,4,28,218.49,2
21,4,29,382.38,6
21,4,30,87.63,7
21,4,31,308.88,8
21,4,32,273.57,7
21,4,33,414.5,3
21,4,34,59.19,6
21,4,35,133.62,3
21,4,36,211.15,4
21,4,37,278.98,9
21,4,38,234.93,7
21,4,39,114.4,7
21,4,40,343.39,8
21,4,41,288.93,4
21,4,42,119.3,3
21,4,43,195.49,4
21,4,44,335.16,5
21,4,45,30.21,7
21,4,46,424.25,7
21,4,47,93.29,9
21,4,48,250.87,8
21,4,49,246.26,1
21,4,50,302.44,1
21,4,51,398.32,1
21,4,52,171.99,1
21,4,53,351.44,1
21,4,54,54.05,1
21,4,55,165.28,1
21,4,56,73.7,1
21,5,1,288.9,5
21,5,2,335.22,3
21,5,3,378.8,5
21,5,4,64.11,5
21,5,5,177.38,7
21,5,6,130.32,6
21,5,7,250.88,7
21,5,8,456.5,5
21,5,9,279.8,3
21,5,10,119.54,3
21,5,11,473.13,3
21,5,12,402.95,4
21,5,13,342.66,7
21,5,14,169.71,5
21,5,15,227.06,7
21,5,16,80.58,6
21,5,17,54.68,5
21,5,18,98.29,5
21,5,19,256.89,3
21,5,20,162.84,4
21,5,21,420.64,7
21,5,22,412.92,9
21,5,23,208.58,8
21,5,24,327.1,7
21,5,25,45.61,4
21,5,26,359.26,3
21,5,27,184.56,3
21,5,28,310.82,2
21,5,29,88.72,6
21,5,30,216.24,7
21,5,31,425.92,8
21,5,32,300.18,7
21,5,33,246.04,3
21,5,34,157.79,6
21,5,35,141.34,3
21,5,36,262.52,4
21,5,37,394.79,9
21,5,38,434.86,7
21,5,39,34.12,7
21,5,40,354.13,8
21,5,41,305.65,4
21,5,42,370.28,3
21,5,43,270.49,4
21,5,44,461.86,5
21,5,45,114.31,7
21,5,46,237.05,7
21,5,47,191.57,9
21,5,48,23.78,8
21,5,49,445.64,1
21,5,50,203.18,1
21,5,51,388.1,1
21,5,52,152.73,1
21,5,53,69.24,1
21,5,54,104.82,1
21,5,55,294.18,1
21,5,56,319.9,1
21,6,1,191.65,5
21,6,2,431.7,3
21,6,3,384.85,5
21,6,4,132.28,5
21,6,5,320.54,7
21,6,6,252.82,6
21,6,7,106.92,7
21,6,8,49.02,5
21,6,9,390.03,3
21,6,10,163.46,3
21,6,11,202.75,3
21,6,12,422.79,4
21,6,13,304.74,7
21,6,14,99.61,5
21,6,15,56.44,7
21,6,16,248.19,6
21,6,17,126.35,5
21,6,18,264.34,5
21,6,19,114.22,3
21,6,20,454.7,4
21,6,21,298.42,7
21,6,22,375.93,9
21,6,23,177.75,8
21,6,24,37.94,7
21,6,25,148.2,4
21,6,26,27.56,3
21,6,27,351.63,3
21,6,28,314.03,2
21,6,29,275.77,6
21,6,30,439.31,7
21,6,31,223.85,8
21,6,32,79.81,7
21,6,33,44.32,3
21,6,34,345.11,6
21,6,35,171.22,3
21,6,36,213.48,4
21,6,37,406.36,9
21,6,38,362.08,7
21,6,39,288.82,7
21,6,40,119.11,8
21,6,41,400.64,4
21,6,42,72.6,3
21,6,43,415.84,4
21,6,44,183.12,5
21,6,45,65.39,7
21,6,46,336.38,7
21,6,47,137.22,9
21,6,48,239.44,8
21,6,49,369.58,1
21,6,50,280.67,1
21,6,51,234.14,1
21,6,52,330.47,1
21,6,53,19.54,1
21,6,54,445.04,1
21,6,55,89.81,1
21,6,56,153.37,1
21,7,1,45.85,5
21,7,2,282.36,3
21,7,3,159.82,5
21,7,4,204.35,5
21,7,5,93.92,7
21,7,6,417.88,6
21,7,7,340.48,7
21,7,8,428.38,5
21,7,9,351.9,3
21,7,10,114.64,3
21,7,11,67.83,3
21,7,12,410.03,4
21,7,13,233.66,7
21,7,14,178.56,5
21,7,15,290.68,7
21,7,16,450.82,6
21,7,17,220.49,5
21,7,18,137.75,5
21,7,19,298.97,3
21,7,20,89.27,4
21,7,21,366.83,7
21,7,22,462.29,9
21,7,23,362.01,8
21,7,24,36.14,7
21,7,25,273.11,4
21,7,26,22.55,3
21,7,27,440.74,3
21,7,28,154,2
21,7,29,197.56,6
21,7,30,329.9,7
21,7,31,83.26,8
21,7,32,377.5,7
21,7,33,314.51,3
21,7,34,239.71,6
21,7,35,403.35,3
21,7,36,248,4
21,7,37,168.87,9
21,7,38,56.7,7
21,7,39,124.33,7
21,7,40,445.77,8
21,7,41,132.26,4
21,7,42,188.94,3
21,7,43,467.42,4
21,7,44,255.45,5
21,7,45,387.5,7
21,7,46,215.73,7
21,7,47,76.28,9
21,7,48,304.6,8
21,7,49,398.68,1
21,7,50,434.4,1
21,7,51,266.13,1
21,7,52,104.48,1
21,7,53,226.21,1
21,7,54,146.21,1
21,7,55,27.35,1
21,7,56,322.73,1
21,8,1,200.88,5
21,8,2,127.87,3
21,8,3,462.37,5
21,8,4,32.71,5
21,8,5,277.53,7
21,8,6,153.47,6
21,8,7,338.84,7
21,8,8,397.68,5
21,8,9,259.95,3
21,8,10,434.18,3
21,8,11,91.14,3
21,8,12,146.35,4
21,8,13,331.06,7
21,8,14,415.05,5
21,8,15,220.61,7
21,8,16,68.79,6
21,8,17,193.35,5
21,8,18,482.92,5
21,8,19,80.06,3
21,8,20,292.14,4
21,8,21,408.53,7
21,8,22,246.95,9
21,8,23,105.44,8
21,8,24,346.02,7
21,8,25,176.6,4
21,8,26,26.1,3
21,8,27,209.14,3
21,8,28,121.49,2
21,8,29,457.27,6
21,8,30,387.11,7
21,8,31,353.66,8
21,8,32,271.12,7
21,8,33,255.14,3
21,8,34,426.19,6
21,8,35,41.83,3
21,8,36,362.62,4
21,8,37,166.98,9
21,8,38,213.97,7
21,8,39,473.42,7
21,8,40,139.37,8
21,8,41,285.15,4
21,8,42,449.54,3
21,8,43,371.14,4
21,8,44,309.21,5
21,8,45,158.99,7
21,8,46,60.73,7
21,8,47,97.4,9
21,8,48,239.93,8
21,8,49,377.37,1
21,8,50,50.32,1
21,8,51,186.93,1
21,8,52,302.96,1
21,8,53,439.15,1
21,8,54,115.85,1
21,8,55,319.85,1
21,8,56,231.64,1
22,1,1,406.6,6
22,1,2,46.68,6
22,1,3,140,5
22,1,4,480.88,6
22,1,5,210.07,7
22,1,6,345.37,7
22,1,7,182.53,7
22,1,8,272.59,7
22,1,9,321.63,3
22,1,10,150.34,5
22,1,11,286.04,6
22,1,12,111.26,4
22,1,13,23.47,6
22,1,14,253.24,6
22,1,15,429.97,7
22,1,16,412.92,7
22,1,17,314.55,5
22,1,18,193.03,7
22,1,19,226.37,5
22,1,20,361.13,4
22,1,21,122.16,7
22,1,22,73.73,8
22,1,23,449.97,9
22,1,24,418.27,7
22,1,25,423.84,3
22,1,26,79.51,2
22,1,27,336.06,3
22,1,28,216.91,2
22,1,29,487.12,6
22,1,30,56.95,5
22,1,31,280.75,6
22,1,32,200.82,3
22,1,33,130.25,5
22,1,34,386.7,6
22,1,35,167.12,5
22,1,36,290.95,5
22,1,37,32.33,8
22,1,38,351.68,7
22,1,39,262.16,8
22,1,40,458.74,8
22,1,41,101.26,5
22,1,42,65.01,4
22,1,43,328.34,5
22,1,44,379.14,4
22,1,45,242.9,6
22,1,46,307.96,8
22,1,47,440.65,6
22,1,48,157.5,6
22,1,49,90.91,2
22,1,50,469.53,2
22,1,51,41.86,3
22,1,52,369.86,3
22,1,53,174.9,3
22,1,54,234.39,3
22,1,55,397.83,4
22,1,56,302.43,3
22,2,1,259.69,6
22,2,2,289.03,6
22,2,3,104.01,5
22,2,4,130.98,6
22,2,5,36.92,7
22,2,6,394.38,7
22,2,7,363.02,7
22,2,8,217.99,7
22,2,9,244.44,3
22,2,10,93.06,5
22,2,11,136.8,6
22,2,12,401.03,4
22,2,13,368.27,6
22,2,14,47.17,6
22,2,15,305.11,7
22,2,16,198.44,7
22,2,17,276.6,5
22,2,18,297.24,7
22,2,19,71.29,5
22,2,20,157.9,4
22,2,21,65.81,7
22,2,22,442.4,8
22,2,23,389.53,9
22,2,24,191.67,7
22,2,25,80.96,3
22,2,26,384.68,2
22,2,27,268.29,3
22,2,28,207.54,2
22,2,29,23.48,6
22,2,30,164.08,5
22,2,31,315.99,6
22,2,32,421.91,3
22,2,33,353.65,5
22,2,34,331.19,6
22,2,35,411.13,5
22,2,36,283.09,5
22,2,37,185.38,8
22,2,38,115.59,7
22,2,39,147.98,8
22,2,40,59.56,8
22,2,41,336.18,5
22,2,42,226.85,4
22,2,43,378.25,5
22,2,44,124.41,4
22,2,45,416.79,6
22,2,46,87.49,8
22,2,47,31.17,6
22,2,48,232.93,6
22,2,49,250.77,2
22,2,50,171.6,2
22,2,51,326.45,3
22,2,52,177.67,3
22,2,53,97.73,3
22,2,54,432,3
22,2,55,346.17,4
22,2,56,52.65,3
22,3,1,203.77,6
22,3,2,76.09,6
22,3,3,136.54,5
22,3,4,348.79,6
22,3,5,43.18,7
22,3,6,376.43,7
22,3,7,267.89,7
22,3,8,428.1,7
22,3,9,457.45,3
22,3,10,354.1,5
22,3,11,169.14,6
22,3,12,232.51,4
22,3,13,97.45,6
22,3,14,294.84,6
22,3,15,329.41,7
22,3,16,55.8,7
22,3,17,220.98,5
22,3,18,313.47,7
22,3,19,406.2,5
22,3,20,106.51,4
22,3,21,250.57,7
22,3,22,25.97,8
22,3,23,153.43,9
22,3,24,420.02,7
22,3,25,162.87,3
22,3,26,341.4,2
22,3,27,216.3,3
22,3,28,283.73,2
22,3,29,33.69,6
22,3,30,81.47,5
22,3,31,365.48,6
22,3,32,412.29,3
22,3,33,130.93,5
22,3,34,261.52,6
22,3,35,90.49,5
22,3,36,302.13,5
22,3,37,192.96,8
22,3,38,446.16,7
22,3,39,48.14,8
22,3,40,360.8,8
22,3,41,208.58,5
22,3,42,146.78,4
22,3,43,321.86,5
22,3,44,385.48,4
22,3,45,243.62,6
22,3,46,69.4,8
22,3,47,465.41,6
22,3,48,114.66,6
22,3,49,436.37,2
22,3,50,277.24,2
22,3,51,336.14,3
22,3,52,120.78,3
22,3,53,396.87,3
22,3,54,61.34,3
22,3,55,183.54,4
22,3,56,177.36,3
22,4,1,448.56,6
22,4,2,91,6
22,4,3,416.81,5
22,4,4,370.64,6
22,4,5,251.87,7
22,4,6,53.48,7
22,4,7,311.22,7
22,4,8,181.13,7
22,4,9,170.12,3
22,4,10,31.88,5
22,4,11,388.55,6
22,4,12,112.09,4
22,4,13,484.93,6
22,4,14,319.37,6
22,4,15,359.39,7
22,4,16,256.54,7
22,4,17,495.93,5
22,4,18,441.85,7
22,4,19,162.68,5
22,4,20,117.95,4
22,4,21,341.31,7
22,4,22,289.72,8
22,4,23,82.46,9
22,4,24,234.73,7
22,4,25,103.17,3
22,4,26,71.46,2
22,4,27,453.88,3
22,4,28,203.98,2
22,4,29,423.14,6
22,4,30,284.6,5
22,4,31,376.97,6
22,4,32,198.33,3
22,4,33,61.93,5
22,4,34,409.98,6
22,4,35,225.84,5
22,4,36,333.52,5
22,4,37,143.75,8
22,4,38,273.78,7
22,4,39,459.27,8
22,4,40,127.65,8
22,4,41,245.35,5
22,4,42,399.22,4
22,4,43,22.93,5
22,4,44,327.11,4
22,4,45,137.9,6
22,4,46,192.55,8
22,4,47,263.32,6
22,4,48,474.71,6
22,4,49,215.18,2
22,4,50,433.62,2
22,4,51,96.9,3
22,4,52,42.82,3
22,4,53,155.08,3
22,4,54,465.31,3
22,4,55,300.44,4
22,4,56,352.53,3
22,5,1,164.56,6
22,5,2,62.86,6
22,5,3,234.12,5
22,5,4,99.28,6
22,5,5,425.3,7
22,5,6,384.93,7
22,5,7,326.46,7
22,5,8,282.99,7
22,5,9,216.33,3
22,5,10,303.88,5
22,5,11,115.78,6
22,5,12,34.86,4
22,5,13,430.6,6
22,5,14,395.97,6
22,5,15,352.56,7
22,5,16,158.24,7
22,5,17,47.6,5
22,5,18,419.05,7
22,5,19,413.69,5
22,5,20,253.66,4
22,5,21,89.28,7
22,5,22,188.26,8
22,5,23,298.26,9
22,5,24,344.38,7
22,5,25,452.15,3
22,5,26,242.87,2
22,5,27,141.34,3
22,5,28,73.2,2
22,5,29,110.23,6
22,5,30,310.26,5
22,5,31,376.12,6
22,5,32,293.44,3
22,5,33,273.8,5
22,5,34,369.49,6
22,5,35,462.91,5
22,5,36,183.38,5
22,5,37,320.11,8
22,5,38,227.77,7
22,5,39,39.45,8
22,5,40,127.35,8
22,5,41,405.37,5
22,5,42,264,4
22,5,43,149.94,5
22,5,44,206.31,4
22,5,45,132.94,6
22,5,46,470.64,8
22,5,47,23.97,6
22,5,48,337.41,6
22,5,49,83.46,2
22,5,50,197.97,2
22,5,51,363.97,3
22,5,52,442.18,3
22,5,53,56.39,3
22,5,54,331.81,3
22,5,55,172.17,4
22,5,56,269.19,3
22,6,1,333.27,6
22,6,2,286.06,6
22,6,3,404.25,5
22,6,4,419.56,6
22,6,5,51.85,7
22,6,6,187.11,7
22,6,7,113.38,7
22,6,8,244.29,7
22,6,9,158.03,3
22,6,10,272.21,5
22,6,11,393.46,6
22,6,12,126.89,4
22,6,13,220.86,6
22,6,14,314.33,6
22,6,15,33.34,7
22,6,16,440.93,7
22,6,17,344.92,5
22,6,18,104.55,7
22,6,19,131.62,5
22,6,20,459.86,4
22,6,21,226.41,7
22,6,22,254.11,8
22,6,23,385.93,9
22,6,24,58.47,7
22,6,25,141.34,3
22,6,26,213.08,2
22,6,27,70.05,3
22,6,28,426.9,2
22,6,29,355.21,6
22,6,30,339.85,5
22,6,31,85.92,6
22,6,32,277.44,3
22,6,33,431.76,5
22,6,34,165.44,6
22,6,35,375.11,5
22,6,36,234.85,5
22,6,37,41.02,8
22,6,38,97.47,7
22,6,39,291.73,8
22,6,40,302.43,8
22,6,41,150.97,5
22,6,42,364.7,4
22,6,43,451.36,5
22,6,44,259.43,4
22,6,45,118.44,6
22,6,46,196.28,8
22,6,47,22.67,6
22,6,48,322.41,6
22,6,49,264.42,2
22,6,50,308.65,2
22,6,51,176.02,3
22,6,52,412.51,3
22,6,53,202.92,3
